vehicle_weight_category,fuel_category,fuel_subcategory,lcod_case,fuel_pathway,fuel_scenario,fuel_pathway_2,fuel_scenario_2,energy_source,grid_scenario,metric_type,metric,units,dollar_year,value,notes_display,reference,reference_url,notes_display_2,reference_2,reference_url_2,pathway,vehicle_class,greet_class,greet_pathway,simulation_year,greet_notes,notes,greet_pathway_2,greet_notes_2,notes_2
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix",,,,,Future Low RE,Emissions,NOX Emissions WTW,g/mmBtu,,47.16700542,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix, Future Charging",,,,,Future Low RE,Emissions,NOX Emissions WTW,g/mmBtu,,47.16700542,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix",,,,,Future National,Emissions,NOX Emissions WTW,g/mmBtu,,37.66387458,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix, Future Charging",,,,,Future National,Emissions,NOX Emissions WTW,g/mmBtu,,37.66387458,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix",,,,,Current IN,Emissions,NOX Emissions WTW,g/mmBtu,,161.0802675,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix, Future Charging",,,,,Current IN,Emissions,NOX Emissions WTW,g/mmBtu,,161.0802675,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix",,,,,Default,Emissions,NOX Emissions WTW,g/mmBtu,,95.58050761,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,NOX Emissions WTW,g/mmBtu,,95.58050761,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Blendstock,Biodiesel Blendstock,,Biodiesel Blendstock (BD100) from Soybean,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,1.6317618,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biodiesel Blendstock (BD100) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Medium/Heavy Duty,Blendstock,Biodiesel Blendstock,,Biofuel Blendstock FT (FTD100) from Forest Residue,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,2.021325318,,Xie et al. 2011,https://pubs.acs.org/doi/full/10.1021/es1017703,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock FT (FTD100) from Forest Residue,2022.0,GREET: Biomass to Fischer-Tropsch Diesel [MeOH_FTD],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,2.945640636,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,0.900083275,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,3.412531904,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,12.57286787,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.27873502,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Biodiesel Blend,,Biodiesel Blendstock (BD20) from soybean,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,1.357230176,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biodiesel Blendstock (BD20) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,2.945640636,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Soybean,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,1.736377906,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from soybean,2022.0,GREET: Soy Oil-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,0.900083275,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,Lowest CO2e Emissions,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,3.412531904,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,12.57286787,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.27873502,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel,,Ultra-Low Sulfur Diesel,,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,1.29382544,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2022.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050,,,,,High RE,Emissions,PM Emissions WTT,g/mmBtu,,1.185505613,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 High Price,,,,,High RE,Emissions,PM Emissions WTT,g/mmBtu,,1.185505613,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 Low Price,,,,,High RE,Emissions,PM Emissions WTT,g/mmBtu,,1.185505613,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix",,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.20734308,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"DCFC Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.20734308,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix",,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.20734308,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity High Cost, National Grid Mix, Future Charging",,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.20734308,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix",,,,,Current CA,Emissions,PM Emissions WTT,g/mmBtu,,3.803145168,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, CA Grid Mix, Future Charging",,,,,Current CA,Emissions,PM Emissions WTT,g/mmBtu,,3.803145168,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current California grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current California grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix",,,,,High RE,Emissions,PM Emissions WTT,g/mmBtu,,2.16703264,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest CO2e Emissions,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future High RE Penetration Grid Mix, Future Charging",,,,,High RE,Emissions,PM Emissions WTT,g/mmBtu,,2.16703264,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest CO2e Emissions,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future High Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future High Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix",,,,,Future Low RE,Emissions,PM Emissions WTT,g/mmBtu,,5.666868226,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future Low RE Penetration Grid Mix, Future Charging",,,,,Future Low RE,Emissions,PM Emissions WTT,g/mmBtu,,5.666868226,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future Low Renewable Energy Penetration",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future Low Renewable Energy Penetration,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix",,,,,Future National,Emissions,PM Emissions WTT,g/mmBtu,,4.299565064,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, Future National Grid Mix, Future Charging",,,,,Future National,Emissions,PM Emissions WTT,g/mmBtu,,4.299565064,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Lowest Price,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Future National grid mix",2050.0,GREET: [Electric],Electricity generation mixes provided by NREL: Future National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix",,,,,Current IN,Emissions,PM Emissions WTT,g/mmBtu,,28.64232783,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, IN Grid Mix, Future Charging",,,,,Current IN,Emissions,PM Emissions WTT,g/mmBtu,,28.64232783,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current Indiana grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current Indiana grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix",,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.20734308,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Electricity,End-Use Electricity,,"PEV Charging Electricity, National Grid Mix, Future Charging",,,,,Default,Emissions,PM Emissions WTT,g/mmBtu,,13.20734308,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,"PEV Charging Electricity, Current National grid mix",2022.0,GREET: [Electric],Electricity generation mixes provided by NREL: Current National grid mix,,,
Medium/Heavy Duty,Blendstock,Biodiesel Blendstock,,Biodiesel Blendstock (BD100) from Soybean,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,6.916769502,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biodiesel Blendstock (BD100) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Medium/Heavy Duty,Blendstock,Biodiesel Blendstock,,Biofuel Blendstock FT (FTD100) from Forest Residue,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,7.306333019,,Xie et al. 2011,https://pubs.acs.org/doi/full/10.1021/es1017703,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock FT (FTD100) from Forest Residue,2022.0,GREET: Biomass to Fischer-Tropsch Diesel [MeOH_FTD],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,8.230648338,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,6.185090977,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,8.697539606,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,17.85787557,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Blendstock,Renewable Diesel Blendstock,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,18.56374272,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Biodiesel Blend,,Biodiesel Blendstock (BD20) from soybean,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,6.642237878,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biodiesel Blendstock (BD20) from soybean,2022.0,GREET: Soy Oil-based Biodiesel [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock FP from Forest Residue,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,8.230648338,,Dutta et al. 2023,https://doi.org/10.1016/j.cej.2022.138485,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock Ex situ Fast Pyrolysis (Diesel) from Forest Residue and Clean Pine with Chemical Coproducts and Refinery Co-hydroprocessing ,2022.0,GREET: Ex Situ Catalytic Fast Pyrolysis [Pyrolysis_IDL],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Soybean,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,7.021385608,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from soybean,2022.0,GREET: Soy Oil-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HEFA (RD100) from Used Cooking Oil,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,6.185090977,,Xu et al. 2022,https://pubs.acs.org/doi/10.1021/acs.est.2c00289,,,,Lowest CO2e Emissions,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HEFA (RD100) from used cooking oil,2022.0,GREET: UCO-based Renewable Diesel II [BioOil],,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock HTL from Algae,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,8.697539606,,"ANL, GREET (Wang et al. 2019)",https://greet.anl.gov/files/renewable_hc_2019,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock HTL (Diesel) from Algae,2022.0,GREET: Renewable Diesel III by HTL with System-Level Description [Algae],2019 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via BDO from Corn Stover,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,17.85787557,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via BDO from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Renewable Diesel,,Biofuel Blendstock biochemical conversion via Butyric Acids from Corn Stover,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,18.56374272,,"ANL, GREET (Wang et al. 2021)",https://greet.anl.gov/files/scsa_sots_2021,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Biofuel Blendstock biochemical conversion (Diesel) via Butyric Acids from Corn Stover,2022.0,GREET: SCSA [IBR],2021 SOT case,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel,,Ultra-Low Sulfur Diesel,,,,,Default,Emissions,PM Emissions WTW,g/mmBtu,,6.578833142,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,Baseline (current fuel cost),Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2022.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050,,,,,High RE,Emissions,PM Emissions WTW,g/mmBtu,,7.576892935,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
Medium/Heavy Duty,Diesel,Ultra-Low Sulfur Diesel 2050,,Ultra-Low Sulfur Diesel 2050 High Price,,,,,High RE,Emissions,PM Emissions WTW,g/mmBtu,,7.576892935,,"ANL, GREET (Wang et al. 2023)",R&D GREET 2023 Rev1,,,,,Class 4 Medium Box,Light Heavy-Duty Vocational Vehicles,Conventional Low Sulfur Diesel,2050.0,GREET: LS Diesel [Petroleum],,,,
